rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
410,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty,Core,20.8,17.82,16.93,14.5,14.0,10.0,0.0,ok,False,38.5,6.8,10.8,8.1,39.8,-2.0,69.6,29.8,34.7,0.161,0.179,NVDA,,126,14.0,15.0,,False
411,PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,Core,42.6,122.63,116.5,17.5,11.0,10.0,0.0,ok,False,38.5,8.4,24.4,15.3,29.0,10.7,72.2,18.3,12.1,0.206,0.285,BMNR,,126,11.0,14.0,,False
412,APD,"Air Products and Chemicals, In",Basic Materials,Specialty Chemicals,Cyclical,65.5,294.27,288.18,11.5,16.9,10.0,0.0,ok,False,38.4,20.6,-5.4,8.8,32.0,12.4,47.7,7.9,11.6,-0.081,0.08,AVGO,,126,16.9,11.0,,False
413,WAT,Waters Corporation,Healthcare,Diagnostics & Research,Growth,37.3,379.48,366.17,14.0,14.3,10.0,0.0,ok,False,38.3,23.0,-1.3,91.4,55.2,5.2,51.4,7.2,-6.3,0.13,0.131,GOOG,,126,14.3,16.0,,False
414,CRL,Charles River Laboratories Int,Healthcare,Diagnostics & Research,Core,11.3,234.8,223.06,15.0,13.3,10.0,0.0,ok,False,38.3,19.0,4.5,1.2,34.5,-5.9,51.1,25.9,3.4,0.294,0.234,BMNR,,126,13.3,15.0,,False
415,ARE,Alexandria Real Estate Equitie,Real Estate,REIT - Office,Speculative,9.4,53.77,51.08,15.0,13.3,10.0,0.0,ok,False,38.3,,15.0,-11.5,68.6,-4.1,75.2,6.1,-3.5,0.139,0.15,MSFT,,126,13.3,17.0,,False
416,BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,Core,16.8,32.39,32.3,11.0,17.2,10.0,0.0,ok,False,38.2,10.5,-1.4,8.7,37.4,6.7,38.8,22.4,24.5,0.391,0.366,GOOG,,126,17.2,14.0,,False
417,TTWO,"Take-Two Interactive Software,",Communication Services,Electronic Gaming & Multimedia,Core,46.1,246.43,234.11,13.5,14.6,10.0,0.0,ok,False,38.1,24.6,3.1,6.1,57.7,-10.6,50.3,7.2,-3.5,0.415,0.434,MSFT,,126,14.6,14.0,,False
418,LUV,Southwest Airlines Company,Industrials,Airlines,Core,21.7,44.38,45.89,10.5,17.6,10.0,0.0,ok,False,38.1,9.0,-3.8,16.4,22.4,11.1,31.4,7.3,4.7,0.157,0.351,GOOG,,126,17.6,14.0,,False
419,DPZ,Domino's Pizza Inc,Consumer Cyclical,Restaurants,Core,11.9,360.0,342.0,15.5,12.6,10.0,0.0,ok,False,38.1,17.2,4.5,4.3,28.7,,81.0,-2.6,-15.0,0.005,0.207,MSFT,,126,12.6,11.0,,False
420,BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,Core,19.0,90.17,85.66,17.5,10.5,10.0,0.0,ok,False,38.0,12.8,6.0,1.9,22.5,39.1,77.4,30.5,36.6,0.118,0.195,MSFT,,126,10.5,11.0,,False
421,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,Core,432.0,974.03,963.71,14.0,14.0,10.0,0.0,ok,False,38.0,43.0,1.6,21.5,12.9,29.2,75.8,2.0,-3.0,-0.2,0.318,AVGO,,126,14.0,16.0,,False
422,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,Core,15.6,107.41,129.87,16.0,12.0,10.0,0.0,ok,True,38.0,14.9,4.5,5.8,58.3,9.2,19.5,2.6,0.4,0.189,0.219,AVGO,,126,19.0,16.0,,False
423,SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,Core,13.5,126.35,120.03,16.0,12.0,10.0,0.0,ok,False,38.0,11.8,7.4,5.8,34.3,-2.4,76.1,22.8,20.0,-0.227,0.353,AVGO,,126,12.0,16.0,,False
424,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Service,Speculative,5.6,106.89,101.55,17.0,10.9,10.0,0.0,ok,False,37.9,7.6,12.4,7.6,29.1,10.9,76.7,-26.6,-55.9,0.117,0.405,MSFT,,126,10.9,15.0,,False
425,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,Core,14.5,93.05,88.4,14.5,13.4,10.0,0.0,ok,False,37.9,14.8,5.8,2.7,30.6,4.2,63.4,21.6,15.0,0.169,0.247,GOOG,,126,13.4,14.0,,False
426,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,Core,38.7,80.38,80.17,12.0,15.9,10.0,0.0,ok,False,37.9,14.7,4.1,1.6,6.3,4.8,54.4,16.8,16.1,-0.053,0.14,GOOG,,126,15.9,16.0,,False
427,CNP,"CenterPoint Energy, Inc (Holdi",Utilities,Utilities - Regulated Electric,Core,28.3,42.93,43.15,10.5,17.4,10.0,0.0,ok,False,37.9,20.6,-17.5,1.9,45.9,9.6,47.3,4.6,4.2,-0.255,0.295,AVGO,,126,17.4,19.0,,False
428,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,Core,29.7,177.67,173.87,11.5,16.3,10.0,0.0,ok,False,37.8,19.7,-7.5,0.6,61.0,9.6,56.1,1.5,3.4,-0.293,0.256,NVDA,,126,16.3,20.0,,False
429,KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,Core,32.8,27.62,26.24,16.0,11.8,10.0,0.0,ok,False,37.8,13.2,9.8,0.8,34.0,-12.6,77.6,18.3,18.5,-0.055,0.222,AVGO,,126,11.8,16.0,,False
430,NCLH,Norwegian Cruise Line Holdings,Consumer Cyclical,Travel Services,Speculative,9.5,20.75,19.71,12.0,15.8,10.0,0.0,ok,False,37.8,10.3,-15.8,9.6,43.0,29.5,60.6,2.1,-5.0,0.291,0.39,GOOG,,126,15.8,14.0,,False
431,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,Core,27.5,192.45,186.78,13.5,14.2,10.0,0.0,ok,False,37.7,39.5,,2.1,62.6,8.5,55.3,8.8,8.7,0.031,0.213,AVGO,,126,14.2,17.0,,False
432,SLB,SLB Limited,Energy,Oil & Gas Equipment & Services,Cyclical,72.7,48.96,51.09,14.0,13.7,10.0,0.0,ok,False,37.7,15.0,,5.0,17.0,12.9,56.8,5.9,-3.5,0.088,0.14,NVDA,,126,13.7,14.0,,False
433,UDR,"UDR, Inc.",Real Estate,REIT - Residential,Core,14.6,39.72,38.87,12.0,15.7,10.0,0.0,ok,False,37.7,70.9,,-0.1,66.6,13.7,51.8,9.6,5.9,-0.093,0.254,AVGO,,126,15.7,17.0,,False
434,SRE,DBA Sempra,Utilities,Utilities - Diversified,Core,58.1,88.82,91.49,9.5,18.2,10.0,0.0,ok,False,37.7,16.0,-48.6,-3.9,42.5,5.7,27.1,-2.3,-1.0,-0.186,0.277,MSFT,,126,18.2,19.0,,False
435,WMT,Walmart Inc.,Consumer Defensive,Discount Stores,Core,909.0,114.22,116.54,12.0,15.6,10.0,0.0,ok,False,37.6,34.8,0.8,7.3,25.0,24.1,55.1,-2.9,-6.5,-0.123,0.175,AVGO,,126,15.6,16.0,,False
436,TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,Core,214.2,576.46,547.64,17.0,10.6,10.0,0.0,ok,False,37.6,21.0,2.9,10.5,40.9,13.5,72.2,8.9,-9.8,0.222,0.278,MSFT,,126,10.6,16.0,,False
437,FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,Core,28.4,49.13,47.35,12.5,15.1,10.0,0.0,ok,False,37.6,16.6,-6.5,11.6,68.4,9.5,61.8,4.8,0.9,-0.183,0.271,AVGO,,126,15.1,20.0,,False
438,SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,Core,15.3,88.55,84.12,17.0,10.6,10.0,0.0,ok,False,37.6,12.5,2.5,-3.0,53.7,34.8,76.5,17.9,10.8,0.154,0.225,GOOG,,126,10.6,16.0,,False
439,PCAR,PACCAR Inc.,Industrials,Farm & Heavy Construction Mach,Core,70.5,133.87,127.18,15.5,12.1,10.0,0.0,ok,False,37.6,19.1,,0.5,13.7,12.8,69.2,16.6,4.6,0.189,0.25,NVDA,,126,12.1,14.0,fcf_yield_out_of_range(34.0),False
440,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,Core,26.0,235.22,223.46,15.5,12.1,10.0,0.0,ok,False,37.6,19.6,3.5,10.2,33.2,14.6,77.8,22.5,25.0,-0.266,0.271,AVGO,,126,12.1,15.0,,False
441,WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,Growth,173.7,241.08,229.03,13.0,14.6,10.0,0.0,ok,False,37.6,71.8,,39.1,39.6,3.8,61.2,19.0,27.1,-0.193,0.247,AVGO,,126,14.6,15.0,,False
442,MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,Core,146.7,163.4,238.9,15.5,12.0,10.0,0.0,ok,True,37.5,26.2,1.5,27.6,51.5,16.0,20.4,21.9,90.7,0.344,0.546,AVGO,,126,19.0,14.0,,False
443,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,Core,17.7,25.54,24.26,17.0,10.5,10.0,0.0,ok,False,37.5,25.1,6.7,2.8,29.0,14.9,80.2,32.9,40.5,0.221,0.26,GOOG,,126,10.5,15.0,,False
444,DUK,Duke Energy Corporation (Holdi,Utilities,Utilities - Regulated Electric,Core,100.6,129.08,125.47,12.0,15.5,10.0,0.0,ok,False,37.5,18.0,-2.2,11.3,51.0,9.7,62.9,4.7,4.4,-0.384,0.375,AVGO,,126,15.5,19.0,,False
445,CIEN,Ciena Corporation,Technology,Communication Equipment,Growth,46.8,330.37,469.86,15.5,12.0,10.0,0.0,ok,True,37.5,34.3,1.5,39.5,43.0,15.5,20.6,-5.4,23.6,0.291,0.495,AVGO,,126,22.2,14.0,,False
446,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instrum,Core,56.9,294.83,280.09,15.5,12.0,10.0,0.0,ok,False,37.5,27.7,1.4,14.2,59.1,19.9,78.5,29.7,40.5,0.178,0.161,GOOG,,126,12.0,14.0,,False
447,XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,Core,49.2,78.75,79.36,10.5,17.0,10.0,0.0,ok,False,37.5,17.4,-15.2,2.9,45.9,9.6,48.7,0.8,0.3,-0.187,0.204,MSFT,,126,17.0,19.0,,False
448,EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,Core,19.4,84.0,84.45,10.5,17.0,10.0,0.0,ok,False,37.5,18.4,-5.7,5.0,52.3,8.9,43.9,6.3,6.6,-0.286,0.328,AVGO,,126,17.0,19.0,,False
449,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,Growth,13.4,113.88,145.77,15.5,12.0,10.0,0.0,ok,True,37.5,9.1,5.3,32.7,18.5,-1.8,24.1,-24.9,-42.8,0.265,0.29,BMNR,,126,14.4,11.0,,False
450,CBRE,CBRE Group Inc,Real Estate,Real Estate Services,Core,43.3,147.78,140.39,13.5,14.0,10.0,0.0,ok,False,37.5,16.5,2.5,18.6,18.5,15.6,58.6,-0.2,-17.7,0.194,0.262,MSFT,,126,14.0,17.0,,False
451,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,Speculative,9.8,85.83,81.54,13.0,14.4,10.0,0.0,ok,False,37.4,14.5,3.0,6.3,31.2,8.8,58.8,12.9,9.5,0.136,0.153,GOOG,,126,14.4,15.0,,False
452,EXR,Extra Space Storage Inc,Real Estate,REIT - Industrial,Core,33.7,152.85,145.4,15.5,11.9,10.0,0.0,ok,False,37.4,32.1,4.0,3.8,74.8,6.8,72.7,10.6,9.1,0.004,0.164,AVGO,,126,11.9,17.0,,False
453,SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,Growth,16.6,25.7,32.49,11.5,15.9,10.0,0.0,ok,False,37.4,7.8,-44.8,122.7,8.4,17.9,42.7,-22.2,-22.5,0.433,0.471,NVDA,,126,15.9,13.0,,False
454,D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,Core,62.1,70.55,68.56,12.5,14.9,10.0,0.0,ok,False,37.4,18.5,-16.0,23.1,47.3,9.8,56.9,13.3,13.8,-0.165,0.155,MSFT,,126,14.9,19.0,,False
455,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,Cyclical,89.5,301.32,286.25,14.5,12.9,10.0,0.0,ok,False,37.4,12.0,5.3,6.6,14.6,15.8,63.3,39.7,60.7,-0.167,0.338,GOOG,,126,12.9,12.0,,False
456,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,Core,23.3,74.36,74.14,9.5,17.8,10.0,0.0,ok,False,37.3,17.9,-8.6,-0.5,39.6,9.2,45.7,1.3,0.3,-0.274,0.273,AVGO,,126,17.8,18.0,,False
457,LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,Core,20.4,84.56,87.42,12.0,15.3,10.0,0.0,ok,False,37.3,13.0,5.3,-5.2,16.4,7.4,51.9,-17.3,-27.3,0.098,0.193,GOOG,,126,15.3,11.0,,False
458,HPQ,HP Inc.,Technology,Computer Hardware,Core,26.0,28.41,26.99,15.0,12.3,10.0,0.0,ok,False,37.3,9.4,13.3,9.0,20.3,,74.5,29.1,48.6,0.1,0.202,MSFT,,126,12.3,13.0,,False
459,CTAS,Cintas Corporation,Industrials,Specialty Business Services,Core,86.6,216.53,205.7,16.0,11.2,10.0,0.0,ok,False,37.2,35.5,1.7,8.9,50.7,40.7,88.4,17.6,10.2,0.018,0.213,MSFT,,126,11.2,17.0,,False
460,CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,Speculative,7.4,15.5,14.72,14.5,12.7,10.0,0.0,ok,False,37.2,10.0,11.6,3.6,24.0,-25.1,77.0,-1.5,-15.0,-0.186,0.337,AVGO,,126,12.7,16.0,,False
461,J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,Core,16.0,135.91,129.11,13.5,13.7,10.0,0.0,ok,False,37.2,16.5,3.2,27.0,23.4,9.4,70.0,1.7,-4.9,0.143,0.189,MSFT,,126,13.7,14.0,,False
462,SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,Core,118.7,104.14,102.38,10.5,16.6,10.0,0.0,ok,False,37.1,34.5,-1.1,8.8,21.9,,42.1,10.9,5.9,0.184,0.156,MSFT,,126,16.6,11.0,,False
463,LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,Core,25.2,307.15,291.79,16.0,11.1,10.0,0.0,ok,False,37.1,15.8,4.5,5.8,28.8,11.0,73.5,15.1,10.3,-0.085,0.195,AVGO,,126,11.1,15.0,,False
464,BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,Core,14.4,157.44,189.51,15.0,12.0,10.0,0.0,ok,True,37.0,30.3,1.1,26.1,22.7,29.0,22.2,-20.2,-31.9,0.431,0.521,BMNR,,126,15.5,14.0,,False
465,AWK,"American Water Works Company, ",Utilities,Utilities - Regulated Water,Core,27.0,138.09,131.19,12.5,14.5,10.0,0.0,ok,False,37.0,21.0,-7.0,5.7,60.8,10.2,69.2,6.0,5.4,-0.402,0.384,AVGO,,126,14.5,20.0,,False
466,CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Mach,Core,360.5,782.71,920.63,15.0,12.0,10.0,0.0,ok,True,37.0,25.7,1.0,22.2,28.6,51.3,19.7,6.9,17.3,0.257,0.441,AVGO,,126,19.2,14.0,,False
467,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,Core,17.9,129.98,123.48,14.5,12.5,10.0,0.0,ok,False,37.0,15.6,5.1,6.0,37.6,0.7,60.0,10.7,-10.1,0.025,0.105,NVDA,,126,12.5,11.0,,False
468,PKG,Packaging Corporation of Ameri,Consumer Cyclical,Packaging & Containers,Core,22.2,249.43,236.96,16.0,11.0,10.0,0.0,ok,False,37.0,19.7,,14.7,20.8,,73.0,16.0,11.2,0.049,0.117,NVDA,,126,11.0,11.0,,False
469,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,Cyclical,90.1,308.72,293.28,14.0,12.8,10.0,0.0,ok,False,36.8,11.1,3.9,8.8,10.7,27.5,68.8,40.7,76.2,-0.145,0.261,GOOG,,126,12.8,12.0,,False
470,DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,Core,29.9,143.52,146.76,8.0,18.7,10.0,0.0,ok,False,36.7,17.2,-8.9,-1.5,28.7,11.0,37.0,2.7,1.9,-0.238,0.236,AVGO,,126,18.7,18.0,,False
471,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,Core,16.3,31.0,30.61,13.0,13.7,10.0,0.0,ok,False,36.7,15.1,0.6,2.3,36.5,39.5,56.4,-29.8,-47.9,0.064,0.173,MSFT,,126,13.7,11.0,,False
472,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,Growth,21.6,54.49,58.03,9.0,17.6,10.0,0.0,ok,False,36.6,,-0.1,260.2,-69.9,-36.6,11.2,22.3,15.4,0.309,0.327,BMNR,,126,17.6,15.0,,False
473,BG,Bunge Limited,Consumer Defensive,Farm Products,Growth,20.9,107.78,118.49,9.5,17.1,10.0,0.0,ok,False,36.6,9.5,-32.6,87.8,4.4,4.9,40.2,-2.8,-10.3,-0.015,0.163,GOOG,,126,17.1,16.0,,False
474,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,Core,42.8,31.45,30.76,10.5,16.1,10.0,0.0,ok,False,36.6,12.4,-38.2,9.4,53.8,6.3,55.2,11.6,14.8,-0.158,0.181,AVGO,,126,16.1,17.0,,False
475,DOW,Dow Inc.,Basic Materials,Chemicals,Cyclical,22.0,30.45,31.7,9.0,17.6,10.0,0.0,ok,False,36.6,16.5,1.3,19.7,9.8,-5.5,60.7,1.6,7.2,-0.121,0.228,GOOG,,126,17.6,11.0,,False
476,RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,Core,86.5,323.58,307.4,13.5,13.1,10.0,0.0,ok,False,36.6,15.9,-1.7,6.5,50.3,44.7,73.2,13.9,7.3,0.252,0.376,GOOG,,126,13.1,14.0,,False
477,PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,Speculative,8.9,7.95,9.75,14.5,12.0,10.0,0.0,ok,True,36.5,8.9,,2.2,32.6,-0.8,24.1,-32.3,-34.0,0.104,0.148,MSFT,,126,16.0,13.0,fcf_yield_out_of_range(184.3),False
478,GLW,Corning Incorporated,Technology,Electronic Components,Core,106.6,124.05,184.05,14.5,12.0,10.0,0.0,ok,True,36.5,28.8,0.6,16.6,36.4,16.8,15.8,-7.7,14.5,0.27,0.425,AVGO,,126,22.1,13.0,,False
479,SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,Core,25.3,48.26,45.85,13.0,13.5,10.0,0.0,ok,False,36.5,14.5,5.4,0.7,19.0,2.1,64.6,18.5,11.3,0.158,0.203,NVDA,,126,13.5,11.0,,False
480,FN,Fabrinet,Technology,Electronic Components,Growth,14.9,414.5,570.7,11.5,15.0,10.0,0.0,ok,False,36.5,23.9,-0.5,39.3,12.0,20.0,35.9,-21.7,-22.1,0.371,0.475,AVGO,,126,15.0,13.0,,False
481,EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,Core,48.1,47.03,46.09,10.5,16.0,10.0,0.0,ok,False,36.5,15.5,-5.8,7.9,42.6,9.8,55.0,3.1,2.1,-0.256,0.306,AVGO,,126,16.0,19.0,,False
482,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,Cyclical,382.1,191.86,182.8,13.0,13.4,10.0,0.0,ok,False,36.4,15.1,3.1,2.3,42.4,6.6,76.6,11.0,10.2,-0.327,0.407,GOOG,,126,13.4,13.0,,False
483,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,Core,82.9,64.99,61.74,14.5,11.9,10.0,0.0,ok,False,36.4,19.3,3.4,8.2,28.8,10.2,74.4,12.5,9.7,-0.238,0.299,AVGO,,126,11.9,16.0,,False
484,PCG,Pacific Gas & Electric Co.,Utilities,Utilities - Regulated Electric,Core,39.0,17.71,16.91,10.5,15.9,10.0,0.0,ok,False,36.4,9.8,-15.8,0.1,39.8,9.3,59.6,6.6,14.5,-0.16,0.178,MSFT,,126,15.9,18.0,,False
485,EIX,Edison International,Utilities,Utilities - Regulated Electric,Core,30.3,78.63,74.7,12.0,14.3,10.0,0.0,ok,False,36.3,12.1,-3.7,7.7,58.7,18.9,67.2,20.2,24.5,-0.171,0.203,MSFT,,126,14.3,19.0,,False
486,TECH,Bio-Techne Corp,Healthcare,Biotechnology,Core,11.2,72.03,68.43,14.5,11.8,10.0,0.0,ok,False,36.3,35.2,2.7,-1.5,66.4,5.3,67.2,21.3,5.4,0.109,0.138,GOOG,,126,11.8,17.0,,False
487,NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power ,Core,26.2,124.23,135.23,10.0,16.2,10.0,0.0,ok,False,36.2,11.0,1.6,19.5,16.4,6.2,31.5,-18.7,-24.3,0.261,0.371,AVGO,,126,16.2,18.0,,False
488,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Growth,21.2,45.84,43.55,12.0,14.1,10.0,0.0,ok,False,36.1,10.7,0.7,77.4,19.1,8.7,64.0,11.3,2.0,0.164,0.241,GOOG,,126,14.1,11.0,,False
489,CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Specialty Retail,Core,32.1,867.16,823.92,11.5,14.6,10.0,0.0,ok,False,36.1,36.8,1.7,14.5,24.6,19.2,60.6,26.0,36.3,-0.089,0.128,MSFT,,126,14.6,11.0,,False
490,COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchang,Core,42.2,160.09,165.81,15.0,15.1,10.0,-4.0,ok,False,36.1,38.0,5.7,-30.8,85.5,6.7,51.1,-25.3,-28.4,0.653,0.756,BMNR,,126,15.1,16.0,,False
491,LII,"Lennox International, Inc.",Industrials,Building Products & Equipment,Core,15.0,430.02,527.74,14.0,12.0,10.0,0.0,ok,True,36.0,16.2,1.3,5.8,33.2,76.8,24.9,-15.4,-16.2,0.156,0.22,NVDA,,126,16.1,14.0,,False
492,UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Mate,Speculative,3.1,69.57,98.95,7.0,19.0,10.0,0.0,ok,False,36.0,17.7,-1.2,2.9,15.6,-22.5,25.5,15.5,48.6,0.293,0.453,AVGO,,126,19.0,13.0,,False
493,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,Core,135.1,105.92,100.62,11.5,14.4,10.0,0.0,ok,False,35.9,12.6,3.8,6.1,13.4,3.8,60.1,27.4,40.4,-0.088,0.156,MSFT,,126,14.4,15.0,,False
494,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,Core,21.5,61.04,59.01,13.0,12.6,10.0,0.0,ok,False,35.6,13.6,4.8,4.4,6.4,2.6,73.3,3.2,-8.8,-0.08,0.21,NVDA,,126,12.6,16.0,,False
495,MCK,McKesson Corporation,Healthcare,Medical Distribution,Core,104.0,888.56,844.13,13.0,12.5,10.0,0.0,ok,False,35.5,17.6,5.4,6.0,3.6,,76.0,6.6,2.9,-0.212,0.209,BMNR,,126,12.5,15.0,,False
496,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,Growth,36.2,252.34,247.06,12.5,12.9,10.0,0.0,ok,False,35.4,13.4,0.6,33.4,14.7,17.6,76.2,28.3,40.6,0.141,0.194,AVGO,,126,12.9,11.0,,False
497,BMNR,BitMine Immersion Technologies,Financial Services,Capital Markets,Growth,10.0,16.59,16.44,13.5,13.7,10.0,-2.0,ok,False,35.2,17.6,-5.2,2167.8,84.4,-150.9,58.7,-35.4,-48.9,0.598,0.502,NVDA,,126,13.7,16.0,,True
498,MOS,Mosaic Company (The),Basic Materials,Agricultural Inputs,Cyclical,7.2,22.62,22.12,9.0,16.1,10.0,0.0,ok,False,35.1,12.3,-4.0,14.4,13.3,0.6,64.4,-8.7,-23.0,0.182,0.195,AVGO,,126,16.1,11.0,,False
499,COHR,Coherent Corp.,Technology,Scientific & Technical Instrum,Core,43.4,222.05,351.51,13.0,12.0,10.0,0.0,ok,True,35.0,26.8,-0.5,20.5,37.0,4.7,23.0,-12.4,-4.4,0.353,0.454,AVGO,,126,18.8,13.0,,False
500,ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Mate,Growth,4.5,65.3,90.73,13.0,12.0,10.0,0.0,ok,True,35.0,29.0,-3.2,34.2,44.2,7.6,23.2,13.2,12.2,0.379,0.486,AVGO,,126,19.3,14.0,,False
501,INTC,Intel Corporation,Technology,Semiconductors,Core,413.0,81.88,113.56,13.0,12.0,10.0,0.0,ok,True,35.0,40.2,1.2,25.4,38.9,-10.7,24.8,23.1,63.0,0.367,0.44,AVGO,,126,18.4,13.0,,False
502,NUE,Nucor Corporation,Basic Materials,Steel,Cyclical,58.3,256.02,243.22,14.0,10.9,10.0,0.0,ok,False,34.9,14.0,1.1,23.0,15.6,14.5,75.1,35.3,43.9,0.136,0.21,NVDA,,126,10.9,11.0,,False
503,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,Core,17.5,65.84,62.55,13.5,11.3,10.0,0.0,ok,False,34.8,14.6,2.3,16.3,19.2,16.8,70.4,15.9,13.0,-0.066,0.124,AVGO,,126,11.3,11.0,,False
504,IQV,"IQVIA Holdings, Inc.",Healthcare,Diagnostics & Research,Core,40.7,247.56,235.18,16.0,8.8,10.0,0.0,ok,False,34.8,17.2,5.2,8.7,33.0,22.8,78.6,25.6,-1.6,0.249,0.346,MSFT,,126,8.8,15.0,,False
505,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,Core,41.4,112.25,109.14,11.0,13.6,10.0,0.0,ok,False,34.6,17.3,-2.0,6.2,53.2,8.7,57.4,6.8,3.6,-0.455,0.428,AVGO,,126,13.6,19.0,,False
506,DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,Cyclical,18.6,138.1,140.04,9.5,15.0,10.0,0.0,ok,False,34.5,18.2,-0.7,4.3,35.0,0.9,58.9,4.9,-0.9,0.291,0.299,BMNR,,126,15.0,11.0,,False
507,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,Core,84.2,561.14,683.26,12.5,12.0,10.0,0.0,ok,True,34.5,34.0,1.2,26.3,15.1,13.5,21.2,0.4,11.8,0.258,0.373,AVGO,,126,20.5,14.0,,False
508,AES,The AES Corporation,Utilities,Utilities - Diversified,Core,10.6,14.82,14.7,9.0,15.5,10.0,0.0,ok,False,34.5,6.2,-28.1,8.7,19.3,5.3,64.5,3.5,-4.9,-0.019,0.072,NVDA,,126,15.5,18.0,,False
509,RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,Growth,4.4,13.22,19.21,10.0,16.5,10.0,-2.0,ok,False,34.5,,-0.1,198.9,30.0,-57.1,32.2,-40.7,-44.8,0.536,0.583,BMNR,,126,16.5,13.0,,False
510,IONQ,"IonQ, Inc.",Technology,Computer Hardware,Growth,11.9,31.99,51.17,14.0,12.0,10.0,-2.0,ok,True,34.0,,-0.8,754.7,36.1,11.3,21.3,-31.5,-35.0,0.511,0.528,BMNR,,126,15.5,13.0,,False
511,SOUN,"SoundHound AI, Inc.",Technology,Software - Application,Growth,2.5,5.7,7.1,11.5,16.5,10.0,-4.0,ok,False,34.0,,-0.7,51.7,40.6,-39.4,30.0,-41.0,-46.0,0.675,0.575,BMNR,,126,16.5,16.0,,False
