rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
204,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,Core,120.9,215.68,213.66,15.0,17.7,10.0,0.0,ok,False,42.7,16.0,4.0,10.3,33.3,,54.0,-9.0,-23.9,0.088,0.256,GOOG,,126,17.7,11.0,,False
205,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,Core,125.1,74.92,71.63,19.0,13.6,10.0,0.0,ok,False,42.6,12.8,6.8,5.3,87.4,,63.7,17.3,17.6,-0.292,0.415,NVDA,,126,13.6,18.0,,False
206,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,Core,465.2,263.3,250.13,19.0,13.6,10.0,0.0,ok,False,42.6,16.2,4.5,12.4,72.0,,69.9,19.0,17.4,-0.194,0.264,AVGO,,126,13.6,17.0,,False
207,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,Core,18.8,97.15,92.29,17.0,15.6,10.0,0.0,ok,False,42.6,10.8,5.6,9.3,70.2,6.1,65.3,7.1,9.1,-0.051,0.094,AVGO,,126,15.6,17.0,,False
208,RSG,"Republic Services, Inc.",Industrials,Waste Management,Core,67.4,218.91,212.29,15.5,17.0,10.0,0.0,ok,False,42.5,27.1,2.7,2.6,43.0,18.3,50.3,2.5,-3.7,-0.304,0.345,AVGO,,126,17.0,15.0,,False
209,RF,Regions Financial Corporation,Financial Services,Banks - Regional,Core,26.4,30.94,29.43,16.5,16.0,10.0,0.0,ok,False,42.5,10.9,,3.4,0.0,11.9,53.5,13.7,8.3,0.105,0.185,GOOG,,126,16.0,14.0,,False
210,AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,Growth,42.8,531.2,504.64,14.0,18.5,10.0,0.0,ok,False,42.5,50.5,0.1,33.7,59.5,6.8,37.3,2.8,-8.2,0.389,0.516,MSFT,,126,18.5,15.0,,False
211,PEG,Public Service Enterprise Grou,Utilities,Utilities - Regulated Electric,Core,38.7,77.75,79.44,13.0,19.5,10.0,0.0,ok,False,42.5,16.6,-0.4,19.4,35.4,13.4,36.0,-2.8,-7.8,-0.106,0.204,MSFT,,126,19.5,18.0,,False
212,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,60.8,240.98,292.66,20.5,12.0,10.0,0.0,ok,True,42.5,13.3,4.5,12.2,55.6,25.8,22.0,0.6,-3.6,0.251,0.368,AVGO,,126,18.5,14.0,,False
213,IBKR,"Interactive Brokers Group, Inc",Financial Services,Capital Markets,Core,146.3,86.26,90.09,18.5,17.9,10.0,-4.0,ok,False,42.4,27.0,,22.3,93.0,24.0,32.4,13.9,9.7,0.67,0.608,BMNR,,126,17.9,16.0,,False
214,INTU,Intuit Inc.,Technology,Software - Application,Core,91.1,333.13,316.47,21.0,11.3,10.0,0.0,ok,False,42.3,12.2,5.7,10.4,80.8,22.5,76.7,-28.7,-42.5,0.239,0.561,MSFT,,126,11.3,17.0,,False
215,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Service,Core,14.4,114.37,114.28,19.0,13.3,10.0,0.0,ok,False,42.3,8.7,8.3,3.7,17.9,30.6,65.8,-28.4,-43.6,0.094,0.215,MSFT,,126,13.3,15.0,,False
216,VZ,Verizon Communications Inc.,Communication Services,Telecom Services,Core,197.2,47.22,44.95,18.0,14.3,10.0,0.0,ok,False,42.3,9.0,9.6,-0.7,59.4,15.8,79.2,9.2,18.8,-0.247,0.249,NVDA,,126,14.3,16.0,,False
217,APA,APA Corporation,Energy,Oil & Gas E&P,Cyclical,13.0,36.7,35.39,19.0,13.3,10.0,0.0,ok,False,42.3,8.9,13.0,-11.9,72.3,26.2,71.3,19.3,38.2,-0.305,0.392,GOOG,,126,13.3,14.0,,False
218,GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,Core,32.5,71.9,68.31,17.5,14.7,10.0,0.0,ok,False,42.2,13.4,4.6,7.4,39.1,19.5,64.0,-1.6,-14.0,0.104,0.238,GOOG,,126,14.7,15.0,,False
219,HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,Core,337.3,338.27,329.15,15.5,16.7,10.0,0.0,ok,False,42.2,21.0,3.0,4.8,33.1,128.4,49.7,-2.2,-13.4,0.123,0.28,GOOG,,126,16.7,11.0,,False
220,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,Core,209.2,387.64,368.26,18.0,14.2,10.0,0.0,ok,False,42.2,16.5,3.6,5.8,71.4,101.3,68.0,14.1,10.1,-0.022,0.065,AVGO,,126,14.2,17.0,,False
221,HON,Honeywell International Inc.,Industrials,Conglomerates,Core,76.4,241.12,233.22,18.0,14.2,10.0,0.0,ok,False,42.2,24.2,3.4,4.3,36.5,46.6,68.9,7.0,2.4,0.136,0.203,NVDA,,126,14.2,14.0,,False
222,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,Core,83.6,606.0,669.97,16.0,16.2,10.0,0.0,ok,False,42.2,17.8,2.0,2.7,25.8,22.0,27.1,5.4,0.7,0.362,0.443,AVGO,,126,16.2,14.0,,False
223,TRMB,Trimble Inc.,Technology,Scientific & Technical Instrum,Core,13.6,58.24,55.33,16.5,15.7,10.0,0.0,ok,False,42.2,14.3,2.7,11.8,71.5,8.3,66.7,-13.8,-21.7,0.403,0.497,MSFT,,126,15.7,15.0,,False
224,HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,Core,80.9,89.84,96.2,18.5,17.6,10.0,-4.0,ok,False,42.1,29.1,,15.1,92.2,21.5,25.8,-10.0,-18.0,0.66,0.669,BMNR,,126,17.6,16.0,,False
225,MMM,3M Company,Industrials,Conglomerates,Core,91.8,177.95,169.05,19.5,12.6,10.0,0.0,ok,False,42.1,18.4,6.9,2.5,39.4,81.9,77.2,12.8,10.4,0.073,0.171,GOOG,,126,12.6,14.0,,False
226,BAC,Bank of America Corporation,Financial Services,Banks - Diversified,Core,433.4,61.07,58.02,18.5,13.6,10.0,0.0,ok,False,42.1,11.6,,21.4,0.0,11.2,61.0,15.2,14.3,0.222,0.255,BMNR,,126,13.6,14.0,,False
227,IRM,Iron Mountain Incorporated (De,Real Estate,REIT - Specialty,Core,35.9,120.75,124.99,14.0,18.1,10.0,0.0,ok,False,42.1,45.1,-1.4,21.6,55.0,,52.9,14.3,28.0,0.325,0.379,BMNR,,126,18.1,16.0,,False
228,CDW,CDW Corporation,Technology,Information Technology Service,Core,18.9,147.92,140.52,15.5,16.6,10.0,0.0,ok,False,42.1,12.6,4.7,9.2,21.6,44.2,58.8,12.2,15.1,0.096,0.243,MSFT,,126,16.6,15.0,,False
229,DIS,Walt Disney Company (The),Communication Services,Entertainment,Core,171.0,98.48,98.98,16.0,16.1,10.0,0.0,ok,False,42.1,13.2,2.2,6.5,37.2,11.0,56.3,-5.3,-14.3,0.281,0.285,GOOG,,126,16.1,13.0,,False
230,WST,"West Pharmaceutical Services, ",Healthcare,Medical Instruments & Supplies,Core,23.7,337.46,336.52,14.5,17.5,10.0,0.0,ok,False,42.0,34.0,1.2,13.8,36.8,19.1,36.6,19.0,38.4,0.142,0.149,BMNR,,126,17.5,15.0,,False
231,SYK,Stryker Corporation,Healthcare,Medical Devices,Core,135.0,352.25,334.64,17.0,15.0,10.0,0.0,ok,False,42.0,21.1,3.2,2.6,64.7,15.2,61.4,3.1,-5.9,-0.055,0.223,AVGO,,126,15.0,17.0,,False
232,FISV,"Fiserv, Inc.",,,Core,29.7,55.63,52.85,15.5,16.5,10.0,0.0,ok,False,42.0,6.2,,,,,63.0,-13.1,-19.2,0.176,0.446,MSFT,,126,16.5,12.5,,False
233,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,Core,36.5,304.27,289.06,21.5,10.5,10.0,0.0,ok,False,42.0,13.2,9.5,14.7,90.3,71.5,74.8,23.6,10.1,0.238,0.329,MSFT,,126,10.5,15.0,,False
234,LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,Growth,55.4,297.53,299.01,16.5,15.5,10.0,0.0,ok,False,42.0,21.8,,190.0,30.4,,57.4,-5.4,-21.6,0.005,0.133,BMNR,,126,15.5,14.0,,False
235,CRDO,Credo Technology Group Holding,Technology,Semiconductors,Growth,33.1,177.45,232.19,20.0,12.0,10.0,0.0,ok,True,42.0,19.6,0.8,157.0,68.0,34.4,21.7,7.2,32.0,0.397,0.512,AVGO,,126,20.4,15.0,,False
236,MRK,"Merck & Company, Inc.",Healthcare,Drug Manufacturers - General,Core,322.0,130.36,123.84,18.0,14.0,10.0,0.0,ok,False,42.0,13.5,4.4,4.9,76.7,18.9,60.6,18.6,18.9,-0.264,0.259,AVGO,,126,14.0,17.0,,False
237,MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,Core,25.8,321.1,335.3,15.5,16.5,10.0,0.0,ok,False,42.0,43.8,2.0,25.2,72.0,-1.0,33.0,-3.6,-26.7,0.411,0.499,MSFT,,126,16.5,17.0,,False
238,SNDK,Sandisk Corporation,Technology,Computer Hardware,Growth,150.4,1015.89,1713.65,20.0,12.0,10.0,0.0,ok,True,42.0,4.8,1.5,251.0,56.0,39.3,24.3,22.1,87.7,0.267,0.409,AVGO,,126,18.9,14.0,,False
239,USB,U.S. Bancorp,Financial Services,Banks - Regional,Core,97.9,62.82,59.68,17.5,14.4,10.0,0.0,ok,False,41.9,10.9,,10.4,0.0,12.6,54.8,17.1,10.0,0.161,0.202,GOOG,,126,14.4,14.0,,False
240,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,Cyclical,58.3,58.72,60.01,16.0,15.9,10.0,0.0,ok,False,41.9,18.4,7.6,-2.4,23.7,16.5,56.3,4.6,-0.4,0.146,0.218,BMNR,,126,15.9,14.0,,False
241,GPN,Global Payments Inc.,Industrials,Specialty Business Services,Growth,24.1,88.27,83.86,20.0,11.9,10.0,0.0,ok,False,41.9,5.5,29.5,63.1,67.4,2.9,73.0,19.2,18.6,0.28,0.375,MSFT,,126,11.9,18.0,,False
242,A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,Core,39.6,140.3,133.29,17.5,14.3,10.0,0.0,ok,False,41.8,21.2,2.3,10.0,52.6,21.3,64.0,7.5,0.4,0.205,0.191,MSFT,,126,14.3,16.0,,False
243,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,Core,53.9,235.25,232.23,17.0,14.8,10.0,0.0,ok,False,41.8,26.7,2.6,11.3,36.7,14.6,54.0,7.8,1.2,0.18,0.305,AVGO,,126,14.8,14.0,,False
244,DELL,Dell Technologies Inc.,Technology,Computer Hardware,Growth,238.8,369.64,391.7,15.5,16.3,10.0,0.0,ok,False,41.8,16.9,2.3,87.5,19.2,,35.3,75.2,211.7,0.251,0.323,AVGO,,126,16.3,13.0,,False
245,CB,Chubb Limited,Financial Services,Insurance - Property & Casualt,Core,139.6,361.9,343.8,17.0,14.8,10.0,0.0,ok,False,41.8,12.4,,6.0,30.7,14.8,59.2,14.3,15.1,-0.364,0.416,AVGO,,126,14.8,14.0,,False
246,CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,Core,23.7,99.86,97.01,17.5,14.3,10.0,0.0,ok,False,41.8,24.7,4.8,0.2,45.5,16.8,62.7,7.9,5.0,-0.174,0.28,AVGO,,126,14.3,17.0,,False
247,INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,Core,17.9,30.11,29.43,17.0,14.7,10.0,0.0,ok,False,41.7,45.3,5.7,9.2,57.2,6.2,59.7,10.8,12.6,-0.142,0.27,AVGO,,126,14.7,16.0,,False
248,NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,Core,64.1,43.22,43.49,16.5,15.2,10.0,0.0,ok,False,41.7,18.7,2.9,-1.1,43.2,22.1,52.0,-20.1,-34.3,0.201,0.254,MSFT,,126,15.2,12.0,,False
249,ALLE,Allegion plc,Industrials,Security & Protection Services,Core,13.5,158.47,150.55,19.0,12.7,10.0,0.0,ok,False,41.7,16.3,3.6,12.7,44.8,33.7,79.7,4.7,-8.0,0.008,0.048,NVDA,,126,12.7,17.0,,False
250,ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,Core,50.3,107.79,112.31,12.5,19.2,10.0,0.0,ok,False,41.7,21.2,-7.8,12.0,47.0,10.8,33.7,4.3,8.2,-0.166,0.259,MSFT,,126,19.2,19.0,,False
251,ABT,Abbott Laboratories,Healthcare,Medical Devices,Core,186.9,108.0,102.6,17.5,14.2,10.0,0.0,ok,False,41.7,17.8,,13.0,56.8,,74.6,0.7,-1.6,-0.039,0.216,AVGO,,126,14.2,16.0,,False
252,OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,Core,27.9,73.36,71.96,15.5,16.2,10.0,0.0,ok,False,41.7,15.9,5.1,7.3,30.3,,55.0,-10.5,-21.2,-0.03,0.154,NVDA,,126,16.2,14.0,,False
253,PAYX,"Paychex, Inc.",Technology,Software - Application,Core,43.4,122.13,116.02,18.5,13.1,10.0,0.0,ok,False,41.6,19.1,,12.5,67.2,,79.3,20.8,17.2,0.06,0.497,MSFT,,126,13.1,17.0,,False
254,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,Core,26.3,290.92,276.84,16.5,15.1,10.0,0.0,ok,False,41.6,26.5,3.2,6.0,88.5,,65.8,13.8,10.6,-0.08,0.219,NVDA,,126,15.1,17.0,,False
255,WAB,Westinghouse Air Brake Technol,Industrials,Railroads,Core,49.3,291.76,277.17,17.0,14.6,10.0,0.0,ok,False,41.6,23.6,2.2,17.5,35.7,11.6,69.8,20.9,22.9,0.12,0.29,AVGO,,126,14.6,14.0,,False
256,WMB,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,Cyclical,85.8,70.13,73.73,13.0,18.5,10.0,0.0,ok,False,41.5,27.4,-0.2,9.0,63.5,19.7,31.5,3.7,1.5,-0.16,0.26,MSFT,,126,18.5,14.0,,False
257,JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Service,Core,11.4,161.15,153.09,17.5,14.0,10.0,0.0,ok,False,41.5,22.7,3.3,8.7,44.1,24.9,63.7,1.8,-14.5,0.027,0.417,MSFT,,126,14.0,16.0,,False
258,PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,Core,10.6,66.59,71.44,15.5,16.0,10.0,0.0,ok,False,41.5,12.9,5.6,-17.0,41.8,17.1,36.0,-26.7,-41.1,0.163,0.236,NVDA,,126,16.0,15.0,,False
259,ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,Core,51.1,459.39,461.79,15.5,16.0,10.0,0.0,ok,False,41.5,31.4,1.9,11.9,48.9,27.2,45.4,12.5,6.6,0.298,0.314,AVGO,,126,16.0,15.0,,False
260,PFE,"Pfizer, Inc.",Healthcare,Drug Manufacturers - General,Core,143.3,25.15,24.71,18.0,13.5,10.0,0.0,ok,False,41.5,8.9,8.6,5.4,74.8,8.3,70.5,1.0,-4.3,-0.034,0.148,AVGO,,126,13.5,17.0,,False
261,SNA,Snap-On Incorporated,Industrials,Tools & Accessories,Core,21.5,414.83,394.09,17.5,14.0,10.0,0.0,ok,False,41.5,19.5,5.2,4.2,51.8,17.9,60.5,13.6,8.7,0.125,0.241,GOOG,,126,14.0,15.0,,False
262,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,Core,639.9,265.53,252.25,18.5,13.0,10.0,0.0,ok,False,41.5,20.7,2.6,6.6,68.1,25.7,57.5,18.5,13.1,-0.295,0.358,AVGO,,126,13.0,17.0,,False
263,FSLR,"First Solar, Inc.",Technology,Solar,Core,21.4,199.24,245.94,19.5,12.0,10.0,0.0,ok,True,41.5,8.5,5.4,23.6,41.7,18.4,20.1,-15.0,-25.0,0.279,0.282,AVGO,,126,15.1,14.0,,False
264,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,Speculative,8.0,42.76,40.62,16.0,15.5,10.0,0.0,ok,False,41.5,8.6,9.7,2.0,38.6,-18.1,67.9,-2.5,-13.3,-0.226,0.284,BMNR,,126,15.5,16.0,,False
265,IBM,International Business Machine,Technology,Information Technology Service,Core,213.3,226.44,260.43,19.5,12.0,10.0,0.0,ok,True,41.5,17.2,5.6,1.1,58.1,34.5,24.3,-15.7,-26.9,0.163,0.374,MSFT,,126,15.2,16.0,,False
266,SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,Cyclical,83.5,343.88,326.69,16.5,14.9,10.0,0.0,ok,False,41.4,25.4,,7.5,49.0,65.1,55.8,3.8,-6.0,0.135,0.318,GOOG,,126,14.9,12.0,,False
267,UNH,UnitedHealth Group Incorporate,Healthcare,Healthcare Plans,Core,381.9,420.57,408.21,14.5,16.9,10.0,0.0,ok,False,41.4,18.7,6.0,0.4,19.5,14.2,43.6,23.4,40.1,0.199,0.234,BMNR,,126,16.9,15.0,,False
268,MLM,"Martin Marietta Materials, Inc",Basic Materials,Building Materials,Cyclical,34.2,569.66,575.18,14.0,17.4,10.0,0.0,ok,False,41.4,24.8,2.5,17.2,29.7,9.5,49.1,-6.8,-17.0,0.167,0.223,GOOG,,126,17.4,11.0,,False
269,WTW,Willis Towers Watson Public Li,Financial Services,Insurance Brokers,Core,29.8,315.93,300.13,20.0,11.4,10.0,0.0,ok,False,41.4,14.3,6.9,8.5,42.4,20.6,71.0,6.5,-3.6,-0.141,0.343,AVGO,,126,11.4,15.0,,False
270,KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,Cyclical,70.9,31.85,32.21,14.5,16.8,10.0,0.0,ok,False,41.3,20.7,1.5,10.8,49.4,11.0,43.2,5.8,3.1,-0.241,0.2,GOOG,,126,16.8,13.0,,False
271,MA,Mastercard Incorporated,Financial Services,Credit Services,Core,497.7,563.32,535.15,19.0,12.3,10.0,0.0,ok,False,41.3,24.7,3.2,15.8,100.0,232.1,70.9,7.1,3.6,0.04,0.272,MSFT,,126,12.3,18.0,,False
272,AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualt,Core,13.9,281.0,266.95,16.5,14.8,10.0,0.0,ok,False,41.3,12.5,14.6,11.3,12.7,18.0,53.4,19.4,14.5,0.033,0.107,MSFT,,126,14.8,14.0,,False
273,RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,Core,33.5,174.16,165.45,18.5,12.8,10.0,0.0,ok,False,41.3,12.3,,15.2,93.2,,61.6,10.8,-0.6,0.335,0.312,BMNR,,126,12.8,16.0,,False
274,NWSA,News Corporation,Communication Services,Entertainment,Core,15.6,28.82,27.38,17.0,14.3,10.0,0.0,ok,False,41.3,22.3,11.2,8.8,57.2,6.5,60.2,12.1,4.0,0.094,0.289,MSFT,,126,14.3,14.0,,False
275,WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,Core,27.5,233.81,222.12,18.5,12.8,10.0,0.0,ok,False,41.3,22.8,3.2,4.4,46.1,54.0,64.2,18.9,9.6,0.221,0.23,GOOG,,126,12.8,12.0,,False
276,EL,"Estee Lauder Companies, Inc. (",Consumer Defensive,Household & Personal Products,Core,30.4,84.13,83.55,16.0,15.3,10.0,0.0,ok,False,41.3,26.4,5.9,4.6,74.7,-5.9,56.5,-8.4,-30.9,0.271,0.288,GOOG,,126,15.3,18.0,,False
277,KIM,Kimco Realty Corporation (HC),Real Estate,REIT - Retail,Core,17.5,26.01,24.95,17.0,14.3,10.0,0.0,ok,False,41.3,30.0,4.8,4.0,69.0,5.9,66.8,16.9,25.0,-0.121,0.18,AVGO,,126,14.3,17.0,,False
278,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,Core,52.7,208.91,204.59,19.5,11.7,10.0,0.0,ok,False,41.2,21.7,4.2,11.9,79.0,13.5,80.5,3.2,-2.2,0.243,0.295,BMNR,,126,11.7,15.0,,False
279,DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,Core,15.5,22.48,21.36,17.0,14.2,10.0,0.0,ok,False,41.2,,7.2,7.1,58.3,2.8,66.2,26.7,30.6,0.097,0.166,NVDA,,126,14.2,16.0,,False
280,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,Core,53.7,229.12,220.27,15.0,16.2,10.0,0.0,ok,False,41.2,19.0,9.0,11.0,3.8,,44.6,10.6,4.6,-0.165,0.148,MSFT,,126,16.2,15.0,,False
281,FAST,Fastenal Company,Industrials,Industrial Distribution,Core,54.8,47.78,45.78,17.0,14.2,10.0,0.0,ok,False,41.2,34.2,1.7,14.7,44.7,34.3,58.9,9.3,6.5,-0.047,0.105,MSFT,,126,14.2,15.0,,False
282,FRT,Federal Realty Investment Trus,Real Estate,REIT - Retail,Core,10.9,125.78,121.65,19.0,12.2,10.0,0.0,ok,False,41.2,40.9,4.1,10.3,68.0,14.8,74.9,18.1,23.7,-0.029,0.121,AVGO,,126,12.2,17.0,,False
283,AEP,American Electric Power Compan,Utilities,Utilities - Regulated Electric,Core,70.4,129.4,131.65,12.5,18.7,10.0,0.0,ok,False,41.2,18.9,-9.9,10.2,47.2,12.6,38.5,3.5,5.4,-0.253,0.252,MSFT,,126,18.7,19.0,,False
284,ADP,"Automatic Data Processing, Inc",Technology,Software - Application,Core,109.3,273.37,259.7,20.0,11.2,10.0,0.0,ok,False,41.2,20.5,4.3,7.0,48.5,71.2,73.4,17.2,5.9,0.036,0.457,MSFT,,126,11.2,16.0,,False
285,STT,State Street Corporation,Financial Services,Asset Management,Core,48.4,176.04,169.59,14.0,17.2,10.0,0.0,ok,False,41.2,11.5,,-2.8,0.0,12.4,42.9,27.7,34.3,0.343,0.395,NVDA,,126,17.2,14.0,,False
286,JBHT,"J.B. Hunt Transport Services, ",Industrials,Integrated Freight & Logistics,Core,25.9,276.14,279.12,14.0,17.2,10.0,0.0,ok,False,41.2,27.3,3.5,19.4,18.5,18.4,44.8,24.0,30.3,0.101,0.1,GOOG,,126,17.2,14.0,,False
287,CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,Speculative,6.8,22.96,21.81,15.5,15.7,10.0,0.0,ok,False,41.2,11.8,8.8,-4.4,29.2,15.4,64.9,-5.7,-16.8,-0.161,0.306,AVGO,,126,15.7,16.0,,False
288,XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,Core,28.5,122.13,116.02,16.0,15.1,10.0,0.0,ok,False,41.1,19.7,4.6,1.5,39.2,9.2,55.9,-4.5,-14.1,0.148,0.221,GOOG,,126,15.1,14.0,,False
289,EMR,Emerson Electric Company,Industrials,Specialty Industrial Machinery,Core,81.6,145.73,141.18,17.5,13.6,10.0,0.0,ok,False,41.1,20.3,4.0,2.9,52.7,12.3,62.0,5.1,-5.9,0.322,0.315,NVDA,,126,13.6,15.0,,False
290,SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,Core,89.5,235.61,223.83,19.0,12.1,10.0,0.0,ok,False,41.1,35.0,2.8,19.3,81.6,113.6,79.5,22.0,26.3,-0.067,0.159,GOOG,,126,12.1,17.0,,False
291,MDT,Medtronic plc.,Healthcare,Medical Devices,Core,112.1,87.54,83.16,17.0,14.1,10.0,0.0,ok,False,41.1,13.7,4.1,9.9,65.3,9.8,64.5,-1.5,-16.5,-0.031,0.218,AVGO,,126,14.1,17.0,,False
292,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,Core,20.5,173.75,186.73,14.5,16.6,10.0,0.0,ok,False,41.1,23.3,3.1,-0.8,8.6,34.8,36.6,1.8,-9.9,0.077,0.136,NVDA,,126,16.6,14.0,,False
293,MRSH,Marsh,Financial Services,Insurance Brokers,Core,94.3,197.59,187.71,18.5,12.6,10.0,0.0,ok,False,41.1,17.3,5.1,6.2,44.0,25.9,72.4,12.6,7.8,-0.237,0.393,AVGO,,126,12.6,15.0,,False
294,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,Core,24.8,128.95,122.5,17.0,14.1,10.0,0.0,ok,False,41.1,16.8,5.8,7.2,37.0,34.0,61.8,14.0,3.4,0.186,0.238,MSFT,,126,14.1,16.0,,False
295,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,Core,164.1,155.68,200.31,19.0,12.0,10.0,0.0,ok,True,41.0,14.2,5.8,-3.5,54.8,36.1,17.5,-7.3,-1.9,0.33,0.378,AVGO,,126,20.0,14.0,,False
296,CI,The Cigna Group,Healthcare,Healthcare Plans,Core,78.4,296.47,286.32,15.5,15.5,10.0,0.0,ok,False,41.0,8.9,8.8,4.6,9.1,16.3,53.3,6.7,5.2,-0.083,0.182,AVGO,,126,15.5,15.0,,False
297,ALAB,"Astera Labs, Inc.",Technology,Semiconductors,Growth,42.8,249.74,352.18,19.0,12.0,10.0,0.0,ok,True,41.0,54.7,0.6,93.4,76.0,21.1,12.3,20.9,43.9,0.438,0.536,AVGO,,126,19.0,15.0,,False
298,COP,ConocoPhillips,Energy,Oil & Gas E&P,Cyclical,143.8,118.06,113.82,15.0,16.0,10.0,0.0,ok,False,41.0,13.1,3.7,-5.3,45.6,11.3,70.0,10.9,13.4,-0.314,0.464,GOOG,,126,16.0,13.0,,False
299,LIN,Linde plc,Basic Materials,Specialty Chemicals,Cyclical,236.3,511.17,514.71,13.5,17.5,10.0,0.0,ok,False,41.0,26.1,2.0,8.2,48.8,18.2,38.7,8.4,9.1,-0.145,0.213,AVGO,,126,17.5,12.0,,False
300,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,Core,80.8,251.96,239.36,19.0,12.0,10.0,0.0,ok,False,41.0,29.4,2.5,20.6,32.7,39.0,81.5,25.4,31.1,0.168,0.17,BMNR,,126,12.0,11.0,,False
301,NWS,News Corporation,Communication Services,Entertainment,Core,17.7,32.64,31.01,17.0,14.0,10.0,0.0,ok,False,41.0,25.3,9.9,8.8,57.2,6.5,59.4,11.4,2.2,0.118,0.292,MSFT,,126,14.0,14.0,,False
302,APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,Core,69.0,119.77,125.79,14.0,17.0,10.0,0.0,ok,False,41.0,11.2,,-9.2,35.2,8.5,49.8,-5.1,-14.0,0.361,0.328,BMNR,,126,17.0,14.0,,False
303,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Mate,Core,315.6,252.35,337.04,19.0,12.0,10.0,0.0,ok,True,41.0,30.8,1.4,23.8,50.0,66.8,19.4,5.5,0.7,0.398,0.558,AVGO,,126,17.3,14.0,,False
304,BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distill,Core,13.5,29.52,28.04,18.5,12.4,10.0,0.0,ok,False,40.9,17.3,5.5,2.0,60.5,17.8,73.7,10.0,9.4,-0.146,0.185,AVGO,,126,12.4,18.0,,False
305,IVZ,Invesco Ltd,Financial Services,Asset Management,Core,12.4,28.07,28.1,16.0,14.9,10.0,0.0,ok,False,40.9,8.6,,20.5,29.6,-0.6,46.4,8.7,-1.4,0.451,0.447,BMNR,,126,14.9,14.0,,False
306,MAR,Marriott International,Consumer Cyclical,Lodging,Core,100.5,381.12,378.27,15.0,15.9,10.0,0.0,ok,False,40.9,29.1,1.8,12.6,79.0,,57.2,14.4,17.8,0.212,0.33,GOOG,,126,15.9,13.0,,False
307,CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,Core,19.6,145.2,137.94,17.5,13.3,10.0,0.0,ok,False,40.8,3.3,11.2,-1.7,55.2,27.2,61.3,-24.9,-25.4,-0.055,0.213,NVDA,,126,13.3,16.0,,False
